BILL DATE,BILL TIME,INVOICE NO,ITEM NAME,QTY,GROSS AMT,NETT AMT,BRANCH NAME
2018-09-25,2018-09-25 13:27:00,42694,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:27:00,42694,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 13:28:33,42695,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-25,2018-09-25 13:28:33,42695,"A07 Italian W""it'e",3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:28:33,42695,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:28:33,42695,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 13:33:58,42696,A05 Black Forest,3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:33:58,42696,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:33:58,42696,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 13:37:20,42697,A05 Black Forest,3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:37:20,42697,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:37:20,42697,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 13:39:17,42698,A05 Black Forest,3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:39:17,42698,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 13:39:17,42698,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,A05 Black Forest,3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,CB04 Damien Fav,3,30.00,30.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,A05 Black Forest,3,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:32:02,42699,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:33:20,42700,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:33:20,42700,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:33:20,42700,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:33:20,42700,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 14:41:52,42701,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:41:52,42701,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:41:52,42701,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 14:44:13,42702,"A07 Italian W""it'e",2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:44:13,42702,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:44:13,42702,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 14:52:11,42703,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:52:11,42703,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:52:11,42703,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 14:52:11,42703,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:01:12,42704,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:01:12,42704,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:01:12,42704,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:03:04,42705,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:03:04,42705,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:03:04,42705,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:03:04,42705,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:03:04,42705,A05 Black Forest,3,16.50,16.50,Demo Restaurant
2018-09-25,2018-09-25 15:06:00,42706,A05 Black Forest,2,11.00,11.00,Demo Restaurant
2018-09-25,2018-09-25 15:06:00,42706,"A07 Italian W""it'e",2,8.00,8.00,Demo Restaurant
2018-09-25,2018-09-25 15:11:57,42707,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:11:57,42707,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:11:57,42707,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:11:57,42707,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:12:51,42708,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-25,2018-09-25 15:12:51,42708,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-25,2018-09-25 15:14:32,42709,A05 Black Forest,3,16.50,16.50,Demo Restaurant
2018-09-25,2018-09-25 15:15:41,42710,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:15:41,42710,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:15:41,42710,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:15:41,42710,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:16:49,42711,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-25,2018-09-25 15:20:22,42712,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-25,2018-09-25 15:21:32,42713,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:21:32,42713,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:21:32,42713,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:21:32,42713,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 15:46:24,42714,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:46:24,42714,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:46:24,42714,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 15:46:24,42714,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:25,42715,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:25,42715,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:25,42715,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:34,42716,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:34,42716,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:34,42716,"A07 Italian W""it'e",2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:43,42717,CB04 Damien Fav,2,20.00,20.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:43,42717,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:43,42717,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:43,42717,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:43,42717,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:50,42718,A05 Black Forest,1,6.00,6.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:50,42718,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:50,42718,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:50,42718,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:50,42718,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:58,42719,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:58,42719,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:58,42719,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:01:58,42719,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:11:51,42720,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-25,2018-09-25 18:11:51,42720,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-25,2018-09-25 18:11:51,42720,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,A05 Black Forest,1,6.00,6.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:15,42721,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:24,42722,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:24,42722,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:24,42722,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:50:24,42722,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:52:00,42723,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 10:52:00,42723,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 10:52:00,42723,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,A05 Black Forest,2,11.00,11.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,"A07 Italian W""it'e",3,12.00,12.00,Demo Restaurant
2018-09-26,2018-09-26 12:53:07,42724,A08 Claypot Chicken,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 13:26:49,42725,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 13:26:49,42725,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 13:26:49,42725,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 13:27:01,42726,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 13:27:01,42726,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 13:27:01,42726,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,B01 Cha Yen,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,D01 Test Drink,1,2.00,2.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,RC08 Roast Eggyolk Chicken  Rice,2,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 17:51:50,42727,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,B01 Cha Yen,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,D01 Test Drink,1,2.00,2.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,RC08 Roast Eggyolk Chicken  Rice,1,5.00,5.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,A08 Claypot Chicken,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 17:52:50,42728,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:41,42729,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:41,42729,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:41,42729,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:49,42730,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:49,42730,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:49,42730,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:56,42731,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:56,42731,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:56,42731,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:15:56,42731,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:03,42732,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:03,42732,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:03,42732,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:03,42732,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:10,42733,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:10,42733,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:10,42733,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:10,42733,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,CB04 Damien Fav,2,20.00,20.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:20,42734,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:27,42735,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:39,42736,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:45,42737,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:45,42737,A05 Black Forest,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:16:45,42737,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:35:20,42738,"A07 Italian W""it'e",2,8.00,8.00,Demo Restaurant
2018-09-26,2018-09-26 18:37:19,42739,A05 Black Forest,3,16.50,16.50,Demo Restaurant
2018-09-26,2018-09-26 18:37:30,42740,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:37:30,42740,"A07 Italian W""it'e",2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 18:37:30,42740,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 18:39:06,42741,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-26,2018-09-26 18:39:06,42741,A08 Claypot Chicken,1,10.00,10.00,Demo Restaurant
2018-09-26,2018-09-26 19:00:06,42742,A05 Black Forest,1,5.50,5.50,Demo Restaurant
2018-09-26,2018-09-26 19:00:06,42742,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 19:00:06,42742,"A07 Italian W""it'e",2,0.00,0.00,Demo Restaurant
2018-09-26,2018-09-26 19:00:06,42742,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 13:05:33,42743,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:05:33,42743,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:05:33,42743,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:05:33,42743,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 13:06:48,42744,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:06:48,42744,A05 Black Forest,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:06:48,42744,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 13:06:48,42744,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,B01 Cha Yen,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,"A07 Italian W""it'e",1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,DS01 banab oat,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,A08 Claypot Chicken,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,R01 Fried Rice,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:27,42745,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:35,42746,CB04 Damien Fav,1,10.00,10.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:35,42746,"A07 Italian W""it'e",2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:35,42746,DS01 banab oat,2,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:35,42746,A05 Black Forest,6,33.00,33.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:35,42746,"A07 Italian W""it'e",1,4.00,4.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,CB02 Summer's Fav,1,30.00,30.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,B01 Cha Yen,1,0.00,0.00,Demo Restaurant
2018-09-28,2018-09-28 14:59:41,42747,D01 Test Drink,1,2.00,2.00,Demo Restaurant
