BILL DATE,BILL TIME,INVOICE NO,ITEM NAME,QTY,GROSS AMT,NETT AMT,BRANCH NAME,PAYMENT TYPE,PAYMENT TYPE NAME,PAYMENT TYPE ID 1,PAYMENT CODE 1
2018-10-01,2018-10-01 13:03:13,111644,N16 D. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:03:13,111644,G39 Noodle Hit Combo,1,24.50,24.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:03:13,111644,B02 Thai Iced Coffee,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N38 Kuey Chap Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N03 P. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y23 SUKI SOUP BEEF SPRINGY NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N45 Clear T. Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N43 Kuey Chap Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N42 Clear T. Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N37 Kuey Chap Chicken Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y24 SUKI SOUP CHICK RICE NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N16 D. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N46 Clear T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N11 P. Chick Springy  Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N01 P. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,F08 Thai Popeye's Tempura,1,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B02 Thai Iced Coffee,2,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,G40 Noodle Double Hit Combo ,2,79.80,79.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N09 P. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N44 Kuey Chap Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N01 P. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N41 Clear T. Chicken Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N11 P. Chick Springy  Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N46 Clear T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N16 D. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y24 SUKI SOUP CHICK RICE NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y25 SUKI SOUP CHICK SPRINGY NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N03 P. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N38 Kuey Chap Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,F08 Thai Popeye's Tempura,1,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B02 Thai Iced Coffee,2,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,Y26 Pumpkin Coconut Cream,1,4.90,4.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,F12 Sangkaya Steamed Bread,4,28.40,28.40,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B03 Thai Iced Green Tea,2,16.00,16.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B14 Ice Blended Thai Tea,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B21 Blue Butterfly Pea,1,5.20,5.20,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,B11 Premium Water,1,4.30,4.30,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,F13 Ayam Legend,2,25.40,25.40,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,A02 Fried Chicken Skin ,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:14:15,111645,N45 Clear T. Beef Rice Noodle,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:40:05,111646,B02 Thai Iced Coffee,1,8.00,8.00,BN Sunway Putra Mall,Other,Food Panda,9,n0ir.tca2
2018-10-01,2018-10-01 13:40:05,111646,F03 Grill Chicken Meat Ball,1,4.60,4.60,BN Sunway Putra Mall,Other,Food Panda,9,n0ir.tca2
2018-10-01,2018-10-01 13:40:05,111646,F13 Ayam Legend,1,12.70,12.70,BN Sunway Putra Mall,Other,Food Panda,9,n0ir.tca2
2018-10-01,2018-10-01 13:40:05,111646,F19 Thai Fried Chicken,1,12.20,12.20,BN Sunway Putra Mall,Other,Food Panda,9,n0ir.tca2
2018-10-01,2018-10-01 13:40:52,111647,B01 Thai Iced Tea,2,16.00,16.00,BN Sunway Putra Mall,Other,Food Panda,9,n0ir.1mly
2018-10-01,2018-10-01 13:50:58,111648,N45 Clear T. Beef Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,N44 Kuey Chap Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,N14 D. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,N38 Kuey Chap Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,Y20 Dry Tom Yam Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,F02 Grill Beef Meat Ball,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,B03 Thai Iced Green Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,A01 Fried Wanton Skin,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,A02 Fried Chicken Skin ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,G39 Noodle Hit Combo,1,24.50,24.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,F12 Sangkaya Steamed Bread,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,B04 Thai Iced Lemon Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:50:58,111648,G15 Sweet Treats,1,14.50,14.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,N43 Kuey Chap Beef Rice Noodle,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,N42 Clear T. Chicken Springy Noodle,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,Y24 SUKI SOUP CHICK RICE NOODLE,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,Y17 Dry Tom Yam Beef Thai Rice Noodle,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,F00 No Side Dish,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,B01 Thai Iced Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,B04 Thai Iced Lemon Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:51:41,111649,Y26 Pumpkin Coconut Cream,2,9.80,9.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 13:54:38,111650,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,B18 Mango Smoothie,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,F13 Ayam Legend,1,7.00,7.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,Y23 SUKI SOUP BEEF SPRINGY NOODLE,4,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,N46 Clear T. Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,N45 Clear T. Beef Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,N01 P. Beef Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,Y18 Dry Tom Yam Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,B03 Thai Iced Green Tea,1,8.00,8.00,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 13:54:38,111650,B21 Blue Butterfly Pea,1,5.20,5.20,BN Sunway Putra Mall,CREDITCARD,,0,
2018-10-01,2018-10-01 14:01:34,111651,Y16 Paw See Ew,2,22.40,20.16,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651, N03 P. Chick Thai Rice Noodle,2,3.80,3.42,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,Y24 SUKI SOUP CHICK RICE NOODLE,1,1.90,1.71,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,N41 Clear T. Chicken Rice Noodle,1,1.90,1.71,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,F19 Thai Fried Chicken,1,12.20,10.98,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,R02 Kra Pow Chicken Rice,1,12.20,10.98,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,A02 Fried Chicken Skin ,1,1.90,1.71,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,B01 Thai Iced Tea,1,8.00,7.20,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,B02 Thai Iced Coffee,2,16.00,14.40,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:01:34,111651,B21 Blue Butterfly Pea,1,5.20,4.68,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,N01 P. Beef Thai Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652, N03 P. Chick Thai Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,F12 Sangkaya Steamed Bread,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:03:49,111652,G15 Sweet Treats,1,14.50,14.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653,N01 P. Beef Thai Rice Noodle,2,3.80,3.80,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653,Y22 SUKI SOUP RICE BEEF NOODLE ,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653, N03 P. Chick Thai Rice Noodle,3,5.70,5.70,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653,F10 Yum Mama,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653,F03 Grill Chicken Meat Ball,1,4.60,4.60,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:06,111653,B19 Terer Taro,2,16.00,16.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,N03 P. Chick Thai Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,N11 P. Chick Springy  Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,N38 Kuey Chap Chicken Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,F03 Grill Chicken Meat Ball,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,B21 Blue Butterfly Pea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,A01 Fried Wanton Skin,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,A02 Fried Chicken Skin ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:29,111654,G39 Noodle Hit Combo,1,24.50,24.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,N45 Clear T. Beef Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,N38 Kuey Chap Chicken Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,N01 P. Beef Thai Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,N44 Kuey Chap Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,Y22 SUKI SOUP RICE BEEF NOODLE ,4,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,F13 Ayam Legend,1,7.00,7.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,B01 Thai Iced Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,B21 Blue Butterfly Pea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:04:53,111655,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,N03 P. Chick Thai Rice Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,N45 Clear T. Beef Rice Noodle,3,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,N09 P. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,Y22 SUKI SOUP RICE BEEF NOODLE ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,N46 Clear T. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,N01 P. Beef Thai Rice Noodle,5,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,B01 Thai Iced Tea,2,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,F12 Sangkaya Steamed Bread,1,5.00,5.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,F16 Tasty Chicken Wing (5pcs),1,9.30,9.30,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,F10 Yum Mama,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,B17 Coconut Blend,1,9.00,9.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:14:07,111656,B02 Thai Iced Coffee,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,R02 Kra Pow Chicken Rice,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,B01 Thai Iced Tea,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,G38 Wok Treats,1,18.50,18.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,F13 Ayam Legend,1,12.70,12.70,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,B01 Thai Iced Tea,1,8.00,8.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:15:01,111657,R03 Add Rice,1,1.90,1.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N24 D. Chick Thai Springgy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N22 D. Beef Thai Springgy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N01 P. Beef Thai Rice Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N09 P. Beef Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N11 P. Chick Springy  Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,N42 Clear T. Chicken Springy Noodle,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,Y23 SUKI SOUP BEEF SPRINGY NOODLE,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,F19 Thai Fried Chicken,1,7.00,7.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,B01 Thai Iced Tea,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,B02 Thai Iced Coffee,1,2.50,2.50,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,A01 Fried Wanton Skin,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,A02 Fried Chicken Skin ,2,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,G40 Noodle Double Hit Combo ,1,39.90,39.90,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:17:36,111658,F12 Sangkaya Steamed Bread,1,7.10,7.10,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,N22 D. Beef Thai Springgy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,N38 Kuey Chap Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,Y25 SUKI SOUP CHICK SPRINGY NOODLE,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,Y20 Dry Tom Yam Chicken Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,N11 P. Chick Springy  Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,N09 P. Beef Springy Noodle,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,A01 Fried Wanton Skin,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,A02 Fried Chicken Skin ,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
2018-10-01,2018-10-01 14:20:33,111659,F08 Thai Popeye's Tempura,1,0.00,0.00,BN Sunway Putra Mall,CASH,,0,
