tagitemID,tagName,tagDesc,printer,itemCustomID
1100,Beverage,Beverage,RP80 Beverage Printer,999007074
1101,Beverage,Beverage,RP80 Beverage Printer,999007075
1102,Beverage,Beverage,RP80 Beverage Printer,999007070
1103,Beverage,Beverage,RP80 Beverage Printer,999007071
1104,Beverage,Beverage,RP80 Beverage Printer,999007076
1105,Beverage,Beverage,RP80 Beverage Printer,999007093
1106,Beverage,Beverage,RP80 Beverage Printer,999007072
1107,Beverage,Beverage,RP80 Beverage Printer,999007073
1108,Beverage,Beverage,RP80 Beverage Printer,999007096
1109,Beverage,Beverage,RP80 Beverage Printer,999007097
1110,Beverage,Beverage,RP80 Beverage Printer,999007098
1111,Beverage,Beverage,RP80 Beverage Printer,999007099
1112,Beverage,Beverage,RP80 Beverage Printer,999007009
1113,Beverage,Beverage,RP80 Beverage Printer,999007010
1114,Beverage,Beverage,RP80 Beverage Printer,999007063
1115,Beverage,Beverage,RP80 Beverage Printer,999007064
1116,Beverage,Beverage,RP80 Beverage Printer,999007065
1117,Beverage,Beverage,RP80 Beverage Printer,999007066
1118,Beverage,Beverage,RP80 Beverage Printer,999007062
1119,Beverage,Beverage,RP80 Beverage Printer,999007092
1120,Beverage,Beverage,RP80 Beverage Printer,999007083
1121,Beverage,Beverage,RP80 Beverage Printer,999007014
1122,Beverage,Beverage,RP80 Beverage Printer,999007077
1123,Beverage,Beverage,RP80 Beverage Printer,999007078
1124,Beverage,Beverage,RP80 Beverage Printer,999007079
1125,Beverage,Beverage,RP80 Beverage Printer,999007094
1126,Beverage,Beverage,RP80 Beverage Printer,999007001
1127,Beverage,Beverage,RP80 Beverage Printer,999007002
1128,Beverage,Beverage,RP80 Beverage Printer,999007056
1129,Beverage,Beverage,RP80 Beverage Printer,999007057
1130,Beverage,Beverage,RP80 Beverage Printer,999007060
1131,Beverage,Beverage,RP80 Beverage Printer,999007090
1132,Beverage,Beverage,RP80 Beverage Printer,999007003
1133,Beverage,Beverage,RP80 Beverage Printer,999007004
1134,Beverage,Beverage,RP80 Beverage Printer,999007058
1135,Beverage,Beverage,RP80 Beverage Printer,999007059
1136,Beverage,Beverage,RP80 Beverage Printer,999007061
1137,Beverage,Beverage,RP80 Beverage Printer,999007091
1138,Beverage,Beverage,RP80 Beverage Printer,999007054
1139,Beverage,Beverage,RP80 Beverage Printer,999007055
1140,Beverage,Beverage,RP80 Beverage Printer,999007005
1141,Beverage,Beverage,RP80 Beverage Printer,999007006
1193,Beverage,Beverage,RP80 Beverage Printer,999010015
1194,Beverage,Beverage,RP80 Beverage Printer,999010096
1195,Beverage,Beverage,RP80 Beverage Printer,999010097
1196,Beverage,Beverage,RP80 Beverage Printer,999010098
1197,Beverage,Beverage,RP80 Beverage Printer,999010099
1201,Beverage,Beverage,RP80 Beverage Printer,999011015
1202,Beverage,Beverage,RP80 Beverage Printer,999011096
1203,Beverage,Beverage,RP80 Beverage Printer,999011097
1204,Beverage,Beverage,RP80 Beverage Printer,999011098
1205,Beverage,Beverage,RP80 Beverage Printer,999011099
1206,Beverage,Beverage,RP80 Beverage Printer,999011001
1207,Beverage,Beverage,RP80 Beverage Printer,999011112
1210,Beverage,Beverage,RP80 Beverage Printer,999012081
1211,Beverage,Beverage,RP80 Beverage Printer,999012082
1212,Beverage,Beverage,RP80 Beverage Printer,999012074
1213,Beverage,Beverage,RP80 Beverage Printer,999012075
1214,Beverage,Beverage,RP80 Beverage Printer,999012070
1215,Beverage,Beverage,RP80 Beverage Printer,999012071
1216,Beverage,Beverage,RP80 Beverage Printer,999012076
1217,Beverage,Beverage,RP80 Beverage Printer,999012093
1218,Beverage,Beverage,RP80 Beverage Printer,999012072
1219,Beverage,Beverage,RP80 Beverage Printer,999012073
1220,Beverage,Beverage,RP80 Beverage Printer,999012009
1221,Beverage,Beverage,RP80 Beverage Printer,999012010
1222,Beverage,Beverage,RP80 Beverage Printer,999012063
1223,Beverage,Beverage,RP80 Beverage Printer,999012064
1224,Beverage,Beverage,RP80 Beverage Printer,999012065
1225,Beverage,Beverage,RP80 Beverage Printer,999012066
1226,Beverage,Beverage,RP80 Beverage Printer,999012083
1227,Beverage,Beverage,RP80 Beverage Printer,999012014
1228,Beverage,Beverage,RP80 Beverage Printer,999012077
1229,Beverage,Beverage,RP80 Beverage Printer,999012078
1230,Beverage,Beverage,RP80 Beverage Printer,999012079
1231,Beverage,Beverage,RP80 Beverage Printer,999012094
1232,Beverage,Beverage,RP80 Beverage Printer,999012007
1233,Beverage,Beverage,RP80 Beverage Printer,999012008
1234,Beverage,Beverage,RP80 Beverage Printer,999012068
1235,Beverage,Beverage,RP80 Beverage Printer,999012015
1236,Beverage,Beverage,RP80 Beverage Printer,999012016
1237,Beverage,Beverage,RP80 Beverage Printer,999012017
1238,Beverage,Beverage,RP80 Beverage Printer,999012018
1239,Beverage,Beverage,RP80 Beverage Printer,999012001
1240,Beverage,Beverage,RP80 Beverage Printer,999012002
1241,Beverage,Beverage,RP80 Beverage Printer,999012056
1242,Beverage,Beverage,RP80 Beverage Printer,999012057
1243,Beverage,Beverage,RP80 Beverage Printer,999012060
1244,Beverage,Beverage,RP80 Beverage Printer,999012090
1245,Beverage,Beverage,RP80 Beverage Printer,999012003
1246,Beverage,Beverage,RP80 Beverage Printer,999012004
1247,Beverage,Beverage,RP80 Beverage Printer,999012058
1248,Beverage,Beverage,RP80 Beverage Printer,999012059
1249,Beverage,Beverage,RP80 Beverage Printer,999012061
1250,Beverage,Beverage,RP80 Beverage Printer,999012091
1251,Beverage,Beverage,RP80 Beverage Printer,999012054
1252,Beverage,Beverage,RP80 Beverage Printer,999012055
1253,Beverage,Beverage,RP80 Beverage Printer,999012005
1254,Beverage,Beverage,RP80 Beverage Printer,999012006
1255,Beverage,Beverage,RP80 Beverage Printer,999012067
1256,Beverage,Beverage,RP80 Beverage Printer,999012062
1257,Beverage,Beverage,RP80 Beverage Printer,999012092
1260,Beverage,Beverage,RP80 Beverage Printer,999010001
1261,Beverage,Beverage,RP80 Beverage Printer,999010112
1263,Beverage,Beverage,RP80 Beverage Printer,999008081
1264,Beverage,Beverage,RP80 Beverage Printer,999008082
1265,Beverage,Beverage,RP80 Beverage Printer,999008074
1266,Beverage,Beverage,RP80 Beverage Printer,999008075
1267,Beverage,Beverage,RP80 Beverage Printer,999008070
1268,Beverage,Beverage,RP80 Beverage Printer,999008071
1269,Beverage,Beverage,RP80 Beverage Printer,999008076
1270,Beverage,Beverage,RP80 Beverage Printer,999008093
1271,Beverage,Beverage,RP80 Beverage Printer,999008072
1272,Beverage,Beverage,RP80 Beverage Printer,999008073
1273,Beverage,Beverage,RP80 Beverage Printer,999008009
1274,Beverage,Beverage,RP80 Beverage Printer,999008010
1275,Beverage,Beverage,RP80 Beverage Printer,999008063
1276,Beverage,Beverage,RP80 Beverage Printer,999008064
1277,Beverage,Beverage,RP80 Beverage Printer,999008065
1278,Beverage,Beverage,RP80 Beverage Printer,999008066
1279,Beverage,Beverage,RP80 Beverage Printer,999008062
1280,Beverage,Beverage,RP80 Beverage Printer,999008092
1281,Beverage,Beverage,RP80 Beverage Printer,999008083
1282,Beverage,Beverage,RP80 Beverage Printer,999008014
1283,Beverage,Beverage,RP80 Beverage Printer,999008077
1284,Beverage,Beverage,RP80 Beverage Printer,999008078
1285,Beverage,Beverage,RP80 Beverage Printer,999008079
1286,Beverage,Beverage,RP80 Beverage Printer,999008094
1287,Beverage,Beverage,RP80 Beverage Printer,999008001
1288,Beverage,Beverage,RP80 Beverage Printer,999008002
1289,Beverage,Beverage,RP80 Beverage Printer,999008056
1290,Beverage,Beverage,RP80 Beverage Printer,999008057
1291,Beverage,Beverage,RP80 Beverage Printer,999008060
1292,Beverage,Beverage,RP80 Beverage Printer,999008090
1293,Beverage,Beverage,RP80 Beverage Printer,999008003
1294,Beverage,Beverage,RP80 Beverage Printer,999008004
1295,Beverage,Beverage,RP80 Beverage Printer,999008058
1296,Beverage,Beverage,RP80 Beverage Printer,999008059
1297,Beverage,Beverage,RP80 Beverage Printer,999008061
1298,Beverage,Beverage,RP80 Beverage Printer,999008091
1299,Beverage,Beverage,RP80 Beverage Printer,999008054
1300,Beverage,Beverage,RP80 Beverage Printer,999008055
1301,Beverage,Beverage,RP80 Beverage Printer,999008005
1302,Beverage,Beverage,RP80 Beverage Printer,999008006
1303,Beverage,Beverage,RP80 Beverage Printer,999012042
1304,Beverage,Beverage,RP80 Beverage Printer,999012043
1305,Beverage,Beverage,RP80 Beverage Printer,999012096
1306,Beverage,Beverage,RP80 Beverage Printer,999012097
1307,Beverage,Beverage,RP80 Beverage Printer,999012098
1308,Beverage,Beverage,RP80 Beverage Printer,999012099
1321,Beverage,Beverage,RP80 Beverage Printer,999005106
1326,Beverage,Beverage,RP80 Beverage Printer,999014042
1327,Beverage,Beverage,RP80 Beverage Printer,999014043
1328,Beverage,Beverage,RP80 Beverage Printer,999014070
1329,Beverage,Beverage,RP80 Beverage Printer,999014071
972,Fried Item,Fried Item,RP80 Fry Printer,84
973,Fried Item,Fried Item,RP80 Fry Printer,85
974,Fried Item,Fried Item,RP80 Fry Printer,86
975,Fried Item,Fried Item,RP80 Fry Printer,87
976,Fried Item,Fried Item,RP80 Fry Printer,89
977,Fried Item,Fried Item,RP80 Fry Printer,88
1032,Fried Item,Fried Item,RP80 Fry Printer,104
1033,Fried Item,Fried Item,RP80 Fry Printer,105
1052,Fried Item,Fried Item,RP80 Fry Printer,999006104
1309,Fried Item,Fried Item,RP80 Fry Printer,999007105
1322,Fried Item,Fried Item,RP80 Fry Printer,999008044
1323,Fried Item,Fried Item,RP80 Fry Printer,999013088
1337,Fried Item,Fried Item,RP80 Fry Printer,120
1338,Fried Item,Fried Item,RP80 Fry Printer,121
1362,Fried Item,Fried Item,RP80 Fry Printer,999016088
1363,Fried Item,Fried Item,RP80 Fry Printer,999017088
1364,Fried Item,Fried Item,RP80 Fry Printer,999017022
916,Side Dish,Side Dish,RP80 Side Printer,31
917,Side Dish,Side Dish,RP80 Side Printer,32
918,Side Dish,Side Dish,RP80 Side Printer,33
919,Side Dish,Side Dish,RP80 Side Printer,34
920,Side Dish,Side Dish,RP80 Side Printer,35
922,Side Dish,Side Dish,RP80 Side Printer,37
931,Side Dish,Side Dish,RP80 Side Printer,46
993,Side Dish,Side Dish,RP80 Side Printer,100
1332,Side Dish,Side Dish,RP80 Side Printer,115
1333,Side Dish,Side Dish,RP80 Side Printer,116
1334,Side Dish,Side Dish,RP80 Side Printer,117
1335,Side Dish,Side Dish,RP80 Side Printer,118
1336,Side Dish,Side Dish,RP80 Side Printer,119
1339,Side Dish,Side Dish,RP80 Side Printer,122
1348,Side Dish,Side Dish,RP80 Side Printer,123
1349,Side Dish,Side Dish,RP80 Side Printer,999009020
1350,Side Dish,Side Dish,RP80 Side Printer,999009030
1351,Side Dish,Side Dish,RP80 Side Printer,999009085
1352,Side Dish,Side Dish,RP80 Side Printer,999010020
1353,Side Dish,Side Dish,RP80 Side Printer,999010030
1354,Side Dish,Side Dish,RP80 Side Printer,999010084
1355,Side Dish,Side Dish,RP80 Side Printer,999011020
1356,Side Dish,Side Dish,RP80 Side Printer,999011053
1357,Side Dish,Side Dish,RP80 Side Printer,999011030
1358,Side Dish,Side Dish,RP80 Side Printer,999011084
1359,Side Dish,Side Dish,RP80 Side Printer,999012043
923,Roti-Roti,Roti-Roti,RP80 Side Printer,38
924,Roti-Roti,Roti-Roti,RP80 Side Printer,39
926,Roti-Roti,Roti-Roti,RP80 Side Printer,41
929,Roti-Roti,Roti-Roti,RP80 Side Printer,44
930,Roti-Roti,Roti-Roti,RP80 Side Printer,45
933,Roti-Roti,Roti-Roti,RP80 Side Printer,48
934,Roti-Roti,Roti-Roti,RP80 Side Printer,49
1146,Roti-Roti,Roti-Roti,RP80 Side Printer,40
936,Dish of the Day,Dish of the Day,RP80 Side Printer,30
937,Dish of the Day,Dish of the Day,RP80 Side Printer,36
938,Dish of the Day,Dish of the Day,RP80 Side Printer,50
939,Dish of the Day,Dish of the Day,RP80 Side Printer,51
940,Dish of the Day,Dish of the Day,RP80 Side Printer,52
941,Dish of the Day,Dish of the Day,RP80 Side Printer,53
